ID,SITE_ID,SITE_LATITUDE,SITE_LONGITUDE,CITY,COUNTRY,DATE,HOUR,SULPHURDIOXIDE_SO2_COLUMN_NUMBER_DENSITY,SULPHURDIOXIDE_SO2_COLUMN_NUMBER_DENSITY_AMF,SULPHURDIOXIDE_SO2_SLANT_COLUMN_NUMBER_DENSITY,SULPHURDIOXIDE_CLOUD_FRACTION,SULPHURDIOXIDE_SENSOR_AZIMUTH_ANGLE,SULPHURDIOXIDE_SENSOR_ZENITH_ANGLE,SULPHURDIOXIDE_SOLAR_AZIMUTH_ANGLE,SULPHURDIOXIDE_SOLAR_ZENITH_ANGLE,SULPHURDIOXIDE_SO2_COLUMN_NUMBER_DENSITY_15KM,MONTH,CARBONMONOXIDE_CO_COLUMN_NUMBER_DENSITY,CARBONMONOXIDE_H2O_COLUMN_NUMBER_DENSITY,CARBONMONOXIDE_CLOUD_HEIGHT,CARBONMONOXIDE_SENSOR_ALTITUDE,CARBONMONOXIDE_SENSOR_AZIMUTH_ANGLE,CARBONMONOXIDE_SENSOR_ZENITH_ANGLE,CARBONMONOXIDE_SOLAR_AZIMUTH_ANGLE,CARBONMONOXIDE_SOLAR_ZENITH_ANGLE,NITROGENDIOXIDE_NO2_COLUMN_NUMBER_DENSITY,NITROGENDIOXIDE_TROPOSPHERIC_NO2_COLUMN_NUMBER_DENSITY,NITROGENDIOXIDE_STRATOSPHERIC_NO2_COLUMN_NUMBER_DENSITY,NITROGENDIOXIDE_NO2_SLANT_COLUMN_NUMBER_DENSITY,NITROGENDIOXIDE_TROPOPAUSE_PRESSURE,NITROGENDIOXIDE_ABSORBING_AEROSOL_INDEX,NITROGENDIOXIDE_CLOUD_FRACTION,NITROGENDIOXIDE_SENSOR_ALTITUDE,NITROGENDIOXIDE_SENSOR_AZIMUTH_ANGLE,NITROGENDIOXIDE_SENSOR_ZENITH_ANGLE,NITROGENDIOXIDE_SOLAR_AZIMUTH_ANGLE,NITROGENDIOXIDE_SOLAR_ZENITH_ANGLE,FORMALDEHYDE_TROPOSPHERIC_HCHO_COLUMN_NUMBER_DENSITY,FORMALDEHYDE_TROPOSPHERIC_HCHO_COLUMN_NUMBER_DENSITY_AMF,FORMALDEHYDE_HCHO_SLANT_COLUMN_NUMBER_DENSITY,FORMALDEHYDE_CLOUD_FRACTION,FORMALDEHYDE_SOLAR_ZENITH_ANGLE,FORMALDEHYDE_SOLAR_AZIMUTH_ANGLE,FORMALDEHYDE_SENSOR_ZENITH_ANGLE,FORMALDEHYDE_SENSOR_AZIMUTH_ANGLE,UVAEROSOLINDEX_ABSORBING_AEROSOL_INDEX,UVAEROSOLINDEX_SENSOR_ALTITUDE,UVAEROSOLINDEX_SENSOR_AZIMUTH_ANGLE,UVAEROSOLINDEX_SENSOR_ZENITH_ANGLE,UVAEROSOLINDEX_SOLAR_AZIMUTH_ANGLE,UVAEROSOLINDEX_SOLAR_ZENITH_ANGLE,OZONE_O3_COLUMN_NUMBER_DENSITY,OZONE_O3_COLUMN_NUMBER_DENSITY_AMF,OZONE_O3_SLANT_COLUMN_NUMBER_DENSITY,OZONE_O3_EFFECTIVE_TEMPERATURE,OZONE_CLOUD_FRACTION,OZONE_SENSOR_AZIMUTH_ANGLE,OZONE_SENSOR_ZENITH_ANGLE,OZONE_SOLAR_AZIMUTH_ANGLE,OZONE_SOLAR_ZENITH_ANGLE,UVAEROSOLLAYERHEIGHT_AEROSOL_HEIGHT,UVAEROSOLLAYERHEIGHT_AEROSOL_PRESSURE,UVAEROSOLLAYERHEIGHT_AEROSOL_OPTICAL_DEPTH,UVAEROSOLLAYERHEIGHT_SENSOR_ZENITH_ANGLE,UVAEROSOLLAYERHEIGHT_SENSOR_AZIMUTH_ANGLE,UVAEROSOLLAYERHEIGHT_SOLAR_AZIMUTH_ANGLE,UVAEROSOLLAYERHEIGHT_SOLAR_ZENITH_ANGLE,CLOUD_CLOUD_FRACTION,CLOUD_CLOUD_TOP_PRESSURE,CLOUD_CLOUD_TOP_HEIGHT,CLOUD_CLOUD_BASE_PRESSURE,CLOUD_CLOUD_BASE_HEIGHT,CLOUD_CLOUD_OPTICAL_DEPTH,CLOUD_SURFACE_ALBEDO,CLOUD_SENSOR_AZIMUTH_ANGLE,CLOUD_SENSOR_ZENITH_ANGLE,CLOUD_SOLAR_AZIMUTH_ANGLE,CLOUD_SOLAR_ZENITH_ANGLE,PM2_5
id_n9dm7vc0sy,644841fe1319140029aced6e,-1.28372400000000,36.81036400000000,Nairobi,Kenya,2023-05-02,11,,,,,,,,,,5.0,0.022182878106822634,1604.1984863274113,1685.0383300773751000,830179.9999996306,-96.528755187988300,56.2423248291015600,-61.642726898193360,36.649192810058600,,,,,,,,,,,,,,,,,,,,,-0.33264496922496645,830222.6875000914,-98.20716094970703,55.95877075195312500,-61.597293853759770,36.586441040039060,0.12080833315850635,3.0020697116855115,0.36670506000522840,228.81402587893146,0.6459805965424296,-98.20716094970703,55.95877075195312500,-61.597293853759770,36.586441040039060,,,,,,,,0.6462610363960978,72585.726562507990,2919.9689941409465,81266.710937508950,1919.968994140836500,9.1823549270639990,0.23338589072230048,-98.20716857910156,55.9589347839355500,-61.597332000732430,36.586475372314450,22.4687500000000000
id_pzbz0996qf,644faaeee5001000290df29e,-1.28709400000000,36.82167100000000,Nairobi,Kenya,2023-05-02,11,,,,,,,,,,5.0,0.022182878106834947,1604.1984863283017,1685.0383300783105000,830180.0000000914,-96.528755187988300,56.2423248291015600,-61.642726898193360,36.649192810058600,,,,,,,,,,,,,,,,,,,,,-0.3326449692247818,830222.6874996306,-98.20716094970703,55.95877075195312500,-61.597293853759770,36.586441040039060,0.12080833315843928,3.0020697116838450,0.36670506000502480,228.81402587880444,0.645980596542071,-98.20716094970703,55.95877075195312500,-61.597293853759770,36.586441040039060,,,,,,,,0.6462610363960978,72585.726562507990,2919.9689941409465,81266.710937508950,1919.968994140836500,9.1823549270639990,0.23338589072230048,-98.20716857910156,55.9589347839355500,-61.597332000732430,36.586475372314450,18.7440000000000000
id_v3mg05q4z3,644fa58ae5001000290df1e2,-1.28630100000000,36.83076100000000,Nairobi,Kenya,2023-05-02,11,,,,,,,,,,5.0,0.022182878106831498,1604.1984863280522,1685.0383300780486000,830179.9999999624,-96.528755187988300,56.2423248291015600,-61.642726898193360,36.649192810058594,,,,,,,,,,,,,,,,,,,,,-0.3326449692250994,830222.6875004233,-98.20716094970703,55.95877075195312000,-61.597293853759770,36.586441040039060,0.12080833315855463,3.0020697116867110,0.36670506000537495,228.81402587902290,0.6459805965426877,-98.20716094970703,55.95877075195312000,-61.597293853759770,36.586441040039060,,,,,,,,0.6462610363959973,72585.726562496710,2919.9689941404927,81266.710937496320,1919.968994140538100,9.1823549270625730,0.23338589072226420,-98.20716857910156,55.9589347839355500,-61.597332000732430,36.586475372314460,31.5358333333333330
id_q9f9cc51ng,644fa673e5001000290df1fa,-1.31108000000000,36.86186500000000,Nairobi,Kenya,2023-05-02,11,,,,,,,,,,5.0,0.022182878106834947,1604.1984863283017,1685.0383300783105000,830180.0000000914,-96.528755187988300,56.2423248291015600,-61.642726898193360,36.649192810058600,,,,,,,,,,,,,,,,,,,,,-0.25746471244202207,830222.6874999624,-98.20402858921273,55.99455211454498000,-61.604788036642980,36.594601294716830,0.12090894084479924,3.0029163479933842,0.36715736927749365,229.21829723472547,0.6504251223363945,-98.20402858921273,55.99455211454498000,-61.604788036642980,36.594601294716830,,,,,,,,0.6586439918124224,73389.483584527300,2821.8198130183710,82049.196604425420,1830.212287166412100,8.3726119982437200,0.23044795798889062,-98.18748900161911,56.2049430398422100,-61.636189375566666,36.649821323910840,12.3783333333333340
id_ps95b15lhl,6246f033b0d23c001ec6440c,-1.23963000000000,36.79376000000000,Nairobi,Kenya,2023-05-02,11,,,,,,,,,,5.0,0.020760640501978300,1690.6046142579987,1598.1380615236135000,830171.3750000914,-96.520805358886720,56.2422332763671950,-61.695255279541020,36.619216918945310,,,,,,,,,,,,,,,,,,,,,-0.7826954126361849,830214.3125004048,-98.19946289062500,55.95849609375001000,-61.649913787841800,36.556377410888670,0.12082239985471895,2.9799973964705693,0.36405128240603080,228.94888305675227,0.4898176789286141,-98.19946289062500,55.95849609375001000,-61.649913787841800,36.556377410888670,,,,,,,,0.4902647435665671,76351.796875008410,2440.0507812502688,82915.984375009140,1731.787719726753300,8.2707023620614580,0.23756183683874840,-98.19947052001953,55.9586601257324200,-61.649951934814450,36.556411743164060,20.2107261904761900
id_ffq27mkrpx,644845d4cc09460029083b6e,-1.30728200000000,36.91427200000000,Nairobi,Kenya,2023-05-02,11,,,,,,,,,,5.0,0.022182878106834947,1604.1984863283017,1685.0383300783105000,830180.0000000914,-96.528755187988300,56.2423248291015600,-61.642726898193360,36.649192810058600,,,,,,,,,,,,,,,,,,,,,0.3987707436016073,830223.3015027092,-98.17685876045253,56.31105039972108000,-61.667420693143390,36.668871358911620,0.12178658461737103,3.0109826759752543,0.37119190879401900,232.73911783833320,0.686231378208884,-98.17685876045253,56.31105039972108000,-61.667420693143390,36.668871358911620,,,,,,,,0.6897407174108875,73379.281249983640,2824.9262695306200,82110.843749981700,1824.926513671468200,7.0239739418014130,0.22756890952582054,-98.17633819580078,56.3112068176269500,-61.671115875244150,36.666812896728516,10.2375000000000000
id_orvcw9nrzo,6246f308db9c64001e483ffe,-1.23512000000000,36.81215000000000,Nairobi,Kenya,2023-05-02,11,,,,,,,,,,5.0,0.020760640501966774,1690.6046142570601,1598.1380615227263000,830171.3749996306,-96.520805358886720,56.2422332763671900,-61.695255279541020,36.619216918945310,,,,,,,,,,,,,,,,,,,,,-0.7826954126357504,830214.3124999440,-98.19946289062500,55.95849609375001000,-61.649913787841800,36.556377410888665,0.12082239985465187,2.9799973964689150,0.36405128240582870,228.94888305662516,0.48981767892834216,-98.19946289062500,55.95849609375001000,-61.649913787841800,36.556377410888665,,,,,,,,0.4902647435665671,76351.796875008410,2440.0507812502688,82915.984375009140,1731.787719726753300,8.2707023620614580,0.23756183683874840,-98.19947052001953,55.9586601257324200,-61.649951934814450,36.556411743164060,19.8343067738791420
id_stbq6cb0c1,6448483a87020e00297bee3b,-1.24339600000000,36.88648700000000,Nairobi,Kenya,2023-05-02,11,,,,,,,,,,5.0,0.020760640501966774,1690.6046142570601,1598.1380615227263000,830171.3749996306,-96.520805358886720,56.2422332763671900,-61.695255279541020,36.619216918945310,5.90999698e-05,2.993070484e-05,2.916926496e-05,0.00012346792209426972,11192.8434484510690,-0.27245196700094293000,0.19674226641653642,830214.3124999440,-98.16854095458984,56.31076049804687000,-61.723579406738280,36.636768341064450,,,,,,,,,-0.27243205904958795,830214.3124999440,-98.16854095458984,56.31076049804687000,-61.723579406738280,36.636768341064450,0.12205941975115905,2.9982767105100514,0.37045371532437690,234.36280822752323,0.5123389363288533,-98.16854095458984,56.31076049804687000,-61.723579406738280,36.636768341064450,,,,,,,,0.512344181537605,77982.867187496460,2291.3564453123963,82862.476562496250,1735.954711913983800,6.4574708938595710,0.23986957967280256,-98.16855621337890,56.3109283447265600,-61.723617553710940,36.636802673339844,15.8270000000000020
id_nvxd5y2hi9,62fe1f3d365de1001e86eb55,-1.22429200000000,36.80500500000000,Nairobi,Kenya,2023-05-02,11,,,,,,,,,,5.0,0.019329121045366370,1754.4000537375820,2199.0211790324340000,830163.4400200750,-96.513774062426050,56.2422226976864600,-61.743984209657220,36.591536037617715,6.270481814e-05,2.17157128e-05,2.926642039e-05,0.00013068491948980236,11191.9396510145380,-0.78308348223476480000,0.19849080205234396,830214.3212261585,-98.19945655458750,55.95849601193134000,-61.649959105558260,36.556351664191960,3.731489164669803e-05,1.80728596015576670,4.931253593729465e-06,0.380406719159064,36.526367187499990,-61.702735900878910,55.95840072631836000,-98.19207763671875,-0.7830664645562061,830214.3212261585,-98.19945655458750,55.95849601193134000,-61.649959105558260,36.556351664191960,0.12082322596279621,2.9799973124445430,0.36405375419595154,228.94999718056730,0.48972494729059846,-98.19945655458750,55.95849601193134000,-61.649959105558260,36.556351664191960,,,,,,,,0.49026475673279246,76351.798925461710,2440.0508467786570,82915.986601745930,1731.787766234498000,8.2707025841739640,0.23756184321855184,-98.19947052001953,55.9586601257324200,-61.649951934814450,36.556411743164070,22.2428571428571440
id_51ugmvu15p,6246f308db9c64001e483ffe,-1.23512000000000,36.81215000000000,Nairobi,Kenya,2023-05-03,11,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.004150748252801,830100.3749999440,-100.21112060546875,32.80469894409180400,-57.672332763671875,32.638858795166016,0.12245021015404828,2.4000620841978360,0.29765999317167180,230.26899719236727,0.9378620386123024,-100.21112060546875,32.80469894409180400,-57.672332763671875,32.638858795166016,,,,,,,,,,,,,,,,,,,9.7461831501831500
id_4tbsyi57jr,644841fe1319140029aced6e,-1.28372400000000,36.81036400000000,Nairobi,Kenya,2023-05-03,11,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4695204794406574,830108.6249999440,-100.21472167968750,32.80474472045898400,-57.613983154296875,32.671665191650400,0.11974544823168900,2.4344770908354070,0.29525896906850730,228.92201232908610,0.9868948459624578,-100.21472167968750,32.80474472045898400,-57.613983154296875,32.671665191650400,,,,,,,,,,,,,,,,,,,14.6100000000000000
id_rchkswqked,644fa58ae5001000290df1e2,-1.28630100000000,36.83076100000000,Nairobi,Kenya,2023-05-03,11,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4695204794408451,830108.6250002758,-100.21472167968750,32.80474472045898400,-57.613983154296875,32.671665191650390,0.11974544823173686,2.4344770908363800,0.29525896906862530,228.92201232917762,0.9868948459628523,-100.21472167968750,32.80474472045898400,-57.613983154296875,32.671665191650390,,,,,,,,,,,,,,,,,,,32.4830000000000000
id_kbyls0oxei,62fe1f3d365de1001e86eb55,-1.22429200000000,36.80500500000000,Nairobi,Kenya,2023-05-03,11,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0041507482526002,830100.3749997781,-100.21112060546875,32.80469894409180000,-57.672332763671875,32.638858795166016,0.12245021015402381,2.4000620841973563,0.29765999317161230,230.26899719232125,0.937862038612115,-100.21112060546875,32.80469894409180000,-57.672332763671875,32.638858795166016,,,,,,,,,,,,,,,,,,,13.5996491228070190
id_n436q0sij5,644fa673e5001000290df1fa,-1.31108000000000,36.86186500000000,Nairobi,Kenya,2023-05-03,11,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.24584282934668933,830116.9375001099,-100.19262695312500,33.10174942016601000,-57.602497100830080,32.739242553710940,0.12125263363124544,2.4292171001437540,0.29854094982151170,231.00439453128058,1.0000000000001323,-100.19262695312500,33.10174942016601000,-57.602497100830080,32.739242553710940,,,,,,,,,,,,,,,,,,,10.8430000000000000
id_v0y1bfya5q,6448449ac15916001e128cdc,-1.33827500000000,36.74178300000000,Nairobi,Kenya,2023-05-03,11,,,,,,,,,,5.0,0.024413701146839400,1185.0942382811700,971.4106445311844000,830092.0624999440,-98.063354492187500,32.1553077697753900,-57.445751190185550,32.635070800781240,,,,,,,,,,,,,,,,,,,,,-0.6312106251714926,830116.9374997781,-100.26877593994140,32.21194076538085000,-57.462696075439446,32.635902404785150,0.12130447477099036,2.4102630615227930,0.29627430438987440,235.74359130853074,0.853588044643174,-100.26877593994140,32.21194076538085000,-57.462696075439446,32.635902404785150,,,,,,,,,,,,,,,,,,,11.4155000000000000
id_h8lzjzxyhh,6246f033b0d23c001ec6440c,-1.23963000000000,36.79376000000000,Nairobi,Kenya,2023-05-03,11,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0026147877701654,830100.3750002896,-100.21127767276010,32.80286969217022000,-57.672045850029960,32.638645968521440,0.12244305946088993,2.4000844908744554,0.29764722674852920,230.26286930929524,0.937979858936056,-100.21127767276010,32.80286969217022000,-57.672045850029960,32.638645968521440,,,,,,,,,,,,,,,,,,,8.3122820512820520
id_h6coxvuv8a,644faaeee5001000290df29e,-1.28709400000000,36.82167100000000,Nairobi,Kenya,2023-05-03,11,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4695204794406574,830108.6249999440,-100.21472167968750,32.80474472045898400,-57.613983154296875,32.671665191650400,0.11974544823168900,2.4344770908354070,0.29525896906850730,228.92201232908610,0.9868948459624578,-100.21472167968750,32.80474472045898400,-57.613983154296875,32.671665191650400,,,,,,,,,,,,,,,,,,,15.8720000000000000
id_ch9n9o6ht2,644845d4cc09460029083b6e,-1.30728200000000,36.91427200000000,Nairobi,Kenya,2023-05-03,11,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4002826254067401,830115.9497497414,-100.16666633733134,33.39901253618534000,-57.656301115296310,32.770325493265275,0.12043903665158728,2.4240800589489960,0.29622394496095455,229.25683390926190,0.9999999999996605,-100.16666633733134,33.39901253618534000,-57.656301115296310,32.770325493265275,,,,,,,,,,,,,,,,,,,8.0588000000000000
id_ehtnv9dro9,6448483a87020e00297bee3b,-1.24339600000000,36.88648700000000,Nairobi,Kenya,2023-05-03,11,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.9285812377927617,830100.3749998149,-100.15994262695312,33.39890289306640600,-57.765811920166016,32.708679199218750,0.12235976755616321,2.4110083580011716,0.29932558536522870,231.77774047846395,0.9431626796720309,-100.15994262695312,33.39890289306640600,-57.765811920166016,32.708679199218750,,,,,,,,,,,,,,,,,,,9.7730000000000000
